"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.COMM.FO.ZS","Consumo de energía procedente de combustibles fósiles (% del total)","El combustible fósil comprende los productos de carbón, aceite, petróleo y gas natural.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
