"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.SCIE.RD.P6","Researchers in R&D (per million people)","Researchers in R&D are professionals engaged in the conception or creation of new knowledge, products, processes, methods, or systems and in the management of the projects concerned. Postgraduate PhD students (ISCED97 level 6) engaged in R&D are included.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
