"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.IMP.CONS.ZS","Importaciones de energía, valor neto (% del uso de energía)","Las importaciones netas de energía se calculan como el uso de energía menos la producción, ambos medidas en equivalentes de petróleo. Un valor negativo indica que el país es exportador neto. El uso de energía se refiere al consumo de energía primaria antes de la transformación en otros combustibles finales, lo que equivale a la producción nacional más las importaciones y las variaciones de existencias, menos las exportaciones y los combustibles suministrados a barcos y aviones afectados al transporte internacional.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp), datos del Banco Mundial sobre la PPA, y Naciones Unidas, Anuario de estadísticas de energía.",
