"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.EGY.PROD.KT.OE","Producción de energía (kt de equivalente de petróleo)","La producción de energía se refiere a las formas de energía primaria —petróleo (crudo, líquidos de gas natural y petróleo obtenido de fuentes no convencionales), gas natural, combustibles sólidos (carbón, lignito y derivados) y combustibles renovables y residuos , y la electricidad primaria, todos convertidos en equivalentes de petróleo.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
