"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.CRNW.ZS","Combustibles renovables y residuos (% del total de energía)","Los combustibles renovables y residuos constituyen la biomasa sólida, la biomasa líquida, el biogás, los residuos industriales y municipales, medidos como porcentaje del consumo total de energía.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
