"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.COMM.KT.OE","Uso de energía (kt de equivalente de petróleo)","El uso de energía se refiere al consumo de energía primaria antes de la transformación en otros combustibles finales, lo que equivale a la producción nacional más las importaciones y las variaciones de existencias, menos las exportaciones y los combustibles suministrados a barcos y aviones afectados al transporte internacional.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
