"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.ACCS.ZS","Acceso a la electricidad (% de población)","Acceso a la electricidad es el porcentaje de población con acceso a la electricidad. Los datos de electrificación se recopilan de la industria, las encuestas nacionales y las fuentes internacionales.","Agencia Internacional de la Energía (AIE), World Energy Outlook (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp). ",
