"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.COMM.CL.ZS","Energía nuclear y alternativa (% del total de uso de energía)","La energía limpia es energía no proveniente de hidrocarburos cuya generación no produce dióxido de carbono. Incluye la energía hidroeléctrica y nuclear, la geotérmica y la solar, entre otras.","Agencia Internacional de la Energía (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
